0.00001,1000,vgg16,0,0.57,0.5249999952
0.00001,1000,vgg16,1,0.57,0.5400000024
0.00001,1000,vgg16,2,0.5799999952,0.5599999952
0.00001,1000,vgg16,3,0.5599999952,0.55
0.00001,1000,vgg16,4,0.5900000024,0.5650000012
0.00001,2000,vgg16,0,0.5900000048,0.5850000024
0.00001,2000,vgg16,1,0.5400000072,0.495
0.00001,2000,vgg16,2,0.5750000095,0.6049999976
0.00001,2000,vgg16,3,0.6000000095,0.5749999952
0.00001,2000,vgg16,4,0.5499999952,0.5250000024
0.0001,1000,vgg16,0,0.5249999952,0.5400000072
0.0001,1000,vgg16,1,0.4900000024,0.5449999952
0.0001,1000,vgg16,2,0.5,0.4650000024
0.0001,1000,vgg16,3,0.5,0.5
0.0001,1000,vgg16,4,0.5,0.5
0.0001,2000,vgg16,0,0.0001,0.5,0.5300000095367432
0.0001,2000,vgg16,1,0.0001,0.5,0.5350000005960465
0.0001,2000,vgg16,2,0.0001,0.5150000071525573,0.5150000095367432
0.0001,2000,vgg16,3,0.0001,0.5,0.5
0.0001,2000,vgg16,4,0.0001,0.5,0.5200000047683716
1e-06,1000,vgg16,0,0.4500000023841858,0.4400000071525574
1e-06,1000,vgg16,1,0.5749999928474426,0.5449999976158142
1e-06,1000,vgg16,2,0.5000000095367432,0.5150000011920929
1e-06,1000,vgg16,3,0.4550000023841858,0.46999999284744265
1e-06,1000,vgg16,4,0.4850000047683716,0.5449999952316285
1e-06,2000,vgg16,0,0.5700000047683715,0.5700000047683715
1e-06,2000,vgg16,1,0.46999999046325686,0.5200000047683716
1e-06,2000,vgg16,2,0.5500000095367432,0.5499999952316285
1e-06,2000,vgg16,3,0.4899999928474426,0.4950000035762787
1e-06,2000,vgg16,4,0.595,0.6249999928474427
