0.00001,1000,vgg16,0,0.9600000072,0.9650000072
0.00001,1000,vgg16,1,0.9600000095,0.9550000072
0.00001,1000,vgg16,2,0.9699999905,0.9699999905
0.00001,1000,vgg16,3,0.9699999976,0.9749999976
0.00001,1000,vgg16,4,0.9749999928,0.9699999928
0.00001,2000,vgg16,0,0.995,0.9899999976
0.00001,2000,vgg16,1,0.9799999928,0.9849999952
0.00001,2000,vgg16,2,0.9799999976,0.9749999976
0.00001,2000,vgg16,3,0.9899999976,0.9899999976
0.00001,2000,vgg16,4,0.9700000095,0.9699999905
0.0001,1000,vgg16,0,0.9749999905,0.9799999928
0.0001,1000,vgg16,1,0.9649999905,0.9599999928
0.0001,1000,vgg16,2,0.9500000024,0.9299999928
0.0001,1000,vgg16,3,0.9749999952,0.9699999928
0.0001,1000,vgg16,4,0.9550000048,0.9550000095
0.0001,2000,vgg16,0,0.0001,0.9799999928474427,0.9799999952316284
0.0001,2000,vgg16,1,0.0001,0.9849999952316284,0.995
0.0001,2000,vgg16,2,0.0001,0.9899999952316284,0.9799999952316284
0.0001,2000,vgg16,3,0.0001,0.9899999976158143,0.9899999952316284
0.0001,2000,vgg16,4,0.0001,0.9799999952316284,0.9749999952316284
1e-06,1000,vgg16,0,0.9749999952316284,0.9749999952316284
1e-06,1000,vgg16,1,0.9500000095367431,0.9500000095367431
1e-06,1000,vgg16,2,0.9400000071525574,0.9350000071525574
1e-06,1000,vgg16,3,0.9600000095367431,0.9600000095367431
1e-06,1000,vgg16,4,0.9450000095367431,0.9450000095367431
1e-06,2000,vgg16,0,0.9649999928474426,0.9649999952316284
1e-06,2000,vgg16,1,0.9550000071525574,0.9549999904632568
1e-06,2000,vgg16,2,0.9650000071525574,0.9650000071525574
1e-06,2000,vgg16,3,0.9650000095367431,0.9500000095367431
1e-06,2000,vgg16,4,0.9599999952316284,0.9599999952316284
