0.00001,1000,vgg16,0,0.8099999928,0.8400000072
0.00001,1000,vgg16,1,0.8700000048,0.8449999976
0.00001,1000,vgg16,2,0.7650000072,0.77
0.00001,1000,vgg16,3,0.795,0.8299999952
0.00001,1000,vgg16,4,0.8650000024,0.8550000048
0.00001,2000,vgg16,0,0.9100000024,0.9150000048
0.00001,2000,vgg16,1,0.9200000048,0.9350000095
0.00001,2000,vgg16,2,0.9550000024,0.9450000048
0.00001,2000,vgg16,3,0.9400000072,0.9299999905
0.00001,2000,vgg16,4,0.9050000095,0.8999999976
0.0001,1000,vgg16,0,0.0001,0.8849999904632568,0.8900000023841858
0.0001,1000,vgg16,1,0.0001,0.8649999976158143,0.8649999904632568
0.0001,1000,vgg16,2,0.0001,0.8400000023841858,0.8249999904632568
0.0001,1000,vgg16,3,0.0001,0.8849999976158142,0.8350000071525574
0.0001,1000,vgg16,4,0.0001,0.8299999976158142,0.7499999928474427
0.0001,2000,vgg16,0,0.0001,0.9250000071525574,0.9050000071525574
0.0001,2000,vgg16,1,0.0001,0.9400000023841858,0.9350000023841858
0.0001,2000,vgg16,2,0.0001,0.9699999904632568,0.9450000095367431
0.0001,2000,vgg16,3,0.0001,0.5,0.5
0.0001,2000,vgg16,4,0.0001,0.9699999976158142,0.9749999976158142
1e-06,1000,vgg16,0,0.7399999904632568,0.7399999904632568
1e-06,1000,vgg16,1,0.72,0.7350000095367432
1e-06,1000,vgg16,2,0.7549999904632568,0.7699999976158142
1e-06,1000,vgg16,3,0.7299999928474427,0.7299999928474427
1e-06,1000,vgg16,4,0.6849999976158142,0.7049999976158142
1e-06,2000,vgg16,0,0.8900000023841858,0.8900000023841858
1e-06,2000,vgg16,1,0.845,0.845
1e-06,2000,vgg16,2,0.8350000095367431,0.8350000095367431
1e-06,2000,vgg16,3,0.8349999904632568,0.8349999904632568
1e-06,2000,vgg16,4,0.8649999928474427,0.8599999928474427
