1000,vgg16,0,0.9599999904632568,0.9549999928474426
1000,vgg16,1,0.9599999904632568,0.9500000071525574
1000,vgg16,2,0.9650000095367431,0.9799999952316284
1000,vgg16,3,0.98,0.985
1000,vgg16,4,0.9849999976158142,0.9899999976158143
2000,vgg16,0,0.9749999976158142,0.9749999952316284
2000,vgg16,1,0.9849999976158142,0.9899999976158143
2000,vgg16,2,0.99,0.9899999952316284
2000,vgg16,3,0.9949999976158143,0.9849999952316284
2000,vgg16,4,0.995,0.995
1000,vgg16,0,0.5,0.51
1000,vgg16,1,0.995,1.0
1000,vgg16,2,0.5,0.5
