0.00001,1000,vgg16,0,0.9899999976,0.9899999976
0.00001,1000,vgg16,1,1,1
0.00001,1000,vgg16,2,1,1
0.00001,1000,vgg16,3,0.99,0.995
0.00001,1000,vgg16,4,0.995,1
0.00001,2000,vgg16,0,0.99,0.995
0.00001,2000,vgg16,1,1,1
0.00001,2000,vgg16,2,0.995,0.9899999976
0.00001,2000,vgg16,3,1,1
0.00001,2000,vgg16,4,1,1
0.0001,1000,vgg16,0,0.9849999952,0.9849999976
0.0001,1000,vgg16,1,1,1
0.0001,1000,vgg16,2,1,1
0.0001,1000,vgg16,3,1,1
0.0001,1000,vgg16,4,1,1
0.0001,2000,vgg16,0,0.0001,1.0,1.0
0.0001,2000,vgg16,1,0.0001,1.0,1.0
0.0001,2000,vgg16,2,0.0001,1.0,1.0
0.0001,2000,vgg16,3,0.0001,1.0,1.0
0.0001,2000,vgg16,4,0.0001,1.0,1.0
1e-06,1000,vgg16,0,0.995,0.995
1e-06,1000,vgg16,1,0.99,0.99
1e-06,1000,vgg16,2,0.99,0.99
1e-06,1000,vgg16,3,0.995,0.995
1e-06,1000,vgg16,4,0.995,0.995
1e-06,2000,vgg16,0,1.0,1.0
1e-06,2000,vgg16,1,0.995,0.995
1e-06,2000,vgg16,2,0.995,0.995
1e-06,2000,vgg16,3,0.995,0.995
1e-06,2000,vgg16,4,1.0,1.0
1e-05,1000,inception_v3_imagenet,0,0.8299999976158142,0.8299999976158142
1e-05,1000,inception_v3_imagenet,1,0.8250000047683715,0.8250000047683715
1e-05,1000,inception_v3_imagenet,2,0.85,0.85
1e-05,1000,inception_v3_imagenet,3,0.8100000023841858,0.8049999952316285
1e-05,1000,inception_v3_imagenet,4,0.7649999904632568,0.7649999904632568
1e-05,2000,inception_v3_imagenet,0,0.8150000071525574,0.8150000071525574
1e-05,2000,inception_v3_imagenet,1,0.7749999952316284,0.7849999952316284
1e-05,2000,inception_v3_imagenet,2,0.8750000071525573,0.8750000071525573
1e-05,2000,inception_v3_imagenet,3,0.815,0.815
1e-05,2000,inception_v3_imagenet,4,0.8400000071525574,0.8549999928474427
1e-06,1000,inception_v3_imagenet,0,0.5099999976158142,0.5099999976158142
1e-06,1000,inception_v3_imagenet,1,0.5449999952316285,0.5449999952316285
1e-06,1000,inception_v3_imagenet,2,0.4999999904632568,0.4999999904632568
1e-06,1000,inception_v3_imagenet,3,0.6350000071525573,0.6350000071525573
1e-06,1000,inception_v3_imagenet,4,0.6299999988079071,0.6299999988079071
