1000,vgg16,0,0.7700000095367432,0.8150000023841858
1000,vgg16,1,0.7000000023841858,0.7449999928474427
1000,vgg16,2,0.7550000047683716,0.7499999928474427
1000,vgg16,3,0.7750000071525573,0.7950000023841858
1000,vgg16,4,0.6749999904632569,0.7549999904632568
2000,vgg16,0,0.8099999928474426,0.7699999952316284
2000,vgg16,1,0.7649999976158142,0.7949999928474426
2000,vgg16,2,0.7749999976158142,0.8250000047683715
2000,vgg16,3,0.8050000071525574,0.8199999928474426
2000,vgg16,4,0.7649999928474426,0.78
1000,vgg16,0,0.5,0.5
1000,vgg16,1,0.5,0.5
1000,vgg16,2,0.7700000023841858,0.7300000023841858
1000,vgg16,3,0.7800000095367432,0.7899999904632569
1000,vgg16,4,0.7649999952316284,0.7900000023841858
