1000,vgg16,0,0.45499999523162843,0.4950000071525574
1000,vgg16,1,0.6100000095367432,0.5499999964237213
1000,vgg16,2,0.5299999904632569,0.5049999976158142
1000,vgg16,3,0.5399999976158142,0.4900000047683716
1000,vgg16,4,0.6200000047683716,0.6100000071525574
2000,vgg16,0,0.6350000071525573,0.5300000023841858
2000,vgg16,1,0.6749999976158142,0.5350000023841858
2000,vgg16,2,0.4900000023841858,0.5549999976158142
2000,vgg16,3,0.5799999928474426,0.5650000035762787
2000,vgg16,4,0.7299999976158142,0.6449999904632568
