1000,vgg16,0,0.9649999904632568,0.9449999904632569
1000,vgg16,1,0.8949999904632568,0.8749999904632568
1000,vgg16,2,0.9150000047683716,0.9300000095367431
1000,vgg16,3,0.9449999904632569,0.9350000095367431
1000,vgg16,4,0.9200000047683716,0.9199999904632569
2000,vgg16,0,0.9699999928474426,0.9749999952316284
2000,vgg16,1,0.9449999928474426,0.9499999904632568
2000,vgg16,2,0.9749999976158142,0.9749999976158142
2000,vgg16,3,0.9799999976158142,0.9899999976158143
2000,vgg16,4,0.9599999952316284,0.9549999928474426
