0.00001,1000,vgg16,0,1,1
0.00001,1000,vgg16,1,1,1
0.00001,1000,vgg16,2,1,1
0.00001,1000,vgg16,3,1,1
0.00001,1000,vgg16,4,1,1
0.00001,2000,vgg16,0,1,1
0.00001,2000,vgg16,1,1,1
0.00001,2000,vgg16,2,1,1
0.00001,2000,vgg16,3,1,1
0.00001,2000,vgg16,4,1,1
0.0001,1000,vgg16,0,1,1
0.0001,1000,vgg16,1,1,1
0.0001,1000,vgg16,2,1,1
0.0001,1000,vgg16,3,1,1
0.0001,1000,vgg16,4,0.5,0.64
0.0001,2000,vgg16,0,0.0001,1.0,1.0
0.0001,2000,vgg16,1,0.0001,1.0,1.0
0.0001,2000,vgg16,2,0.0001,1.0,1.0
0.0001,2000,vgg16,3,0.0001,1.0,1.0
0.0001,2000,vgg16,4,0.0001,1.0,1.0
1e-06,1000,vgg16,0,1.0,1.0
1e-06,1000,vgg16,1,1.0,1.0
1e-06,1000,vgg16,2,0.995,1.0
1e-06,1000,vgg16,3,1.0,1.0
1e-06,1000,vgg16,4,1.0,1.0
1e-06,2000,vgg16,0,1.0,1.0
1e-06,2000,vgg16,1,1.0,1.0
1e-06,2000,vgg16,2,1.0,1.0
1e-06,2000,vgg16,3,1.0,1.0
1e-06,2000,vgg16,4,1.0,1.0
1e-05,1000,inception_v3_imagenet,0,0.5200000000745058,0.6200000047683716
1e-05,1000,inception_v3_imagenet,1,0.5250000004470349,0.595
1e-05,1000,inception_v3_imagenet,2,0.505,0.6200000047683716
1e-05,1000,inception_v3_imagenet,3,0.5,0.6000000005960464
1e-05,1000,inception_v3_imagenet,4,0.5050000000372529,0.5800000005960464
1e-05,2000,inception_v3_imagenet,0,0.5,0.5449999994039536
1e-05,2000,inception_v3_imagenet,1,0.495,0.5100000008940697
1e-05,2000,inception_v3_imagenet,2,0.5,0.5000000000745058
1e-05,2000,inception_v3_imagenet,3,0.5,0.5300000011920929
1e-05,2000,inception_v3_imagenet,4,0.5050000000372529,0.5799999964237214
1e-06,1000,inception_v3_imagenet,0,0.6849999988079071,0.6749999988079071
1e-06,1000,inception_v3_imagenet,1,0.6300000095367432,0.6300000095367432
1e-06,1000,inception_v3_imagenet,2,0.6449999952316284,0.6449999952316284
1e-06,1000,inception_v3_imagenet,3,0.5499999964237213,0.5499999964237213
1e-06,1000,inception_v3_imagenet,4,0.5200000001490116,0.5100000047683716
