1000,vgg16,0,0.6800000071525574,0.6550000071525574
1000,vgg16,1,0.6450000071525573,0.6500000047683716
1000,vgg16,2,0.6000000071525574,0.5600000023841858
1000,vgg16,3,0.6050000095367432,0.5600000023841858
1000,vgg16,4,0.6350000071525573,0.63
2000,vgg16,0,0.7249999952316284,0.7200000023841858
2000,vgg16,1,0.6349999976158142,0.6399999904632568
2000,vgg16,2,0.7499999904632568,0.6399999928474426
2000,vgg16,3,0.6800000047683716,0.6300000023841857
2000,vgg16,4,0.8000000095367432,0.74
1000,vgg16,0,0.7150000047683716,0.7699999952316284
1000,vgg16,1,0.5,0.5
1000,vgg16,2,0.5,0.5
1000,vgg16,3,0.5,0.505
1000,vgg16,4,0.5450000011920929,0.53
