1000,vgg16,0,0.57,0.5249999952316284
1000,vgg16,1,0.57,0.5400000023841858
1000,vgg16,2,0.5799999952316284,0.5599999952316285
1000,vgg16,3,0.5599999952316285,0.55
1000,vgg16,4,0.5900000023841858,0.5650000011920929
2000,vgg16,0,0.5900000047683716,0.5850000023841858
2000,vgg16,1,0.5400000071525574,0.495
2000,vgg16,2,0.5750000095367431,0.6049999976158142
2000,vgg16,3,0.6000000095367432,0.5749999952316284
2000,vgg16,4,0.5499999952316285,0.5250000023841858
1000,vgg16,0,0.5249999952316284,0.5400000071525574
1000,vgg16,1,0.4900000023841858,0.5449999952316285
1000,vgg16,2,0.5,0.4650000023841858
1000,vgg16,3,0.5,0.5
1000,vgg16,4,0.5,0.5
